Username,Twitter-Handle,Timestamp,Text,No. of Comments,No. of Likes,No. of Retweets
amanda,@braveriies,2020-03-11T19:08:17.000Z,"*in a notetaking class*
kid #1: dude i heard you got corona
kid #2: aw who told you!! i was tryna keep it on the down-low; i wanted to surprise you ",,,
